virus	age_group	season	iso_standard	IncRate1e5	CatchmentPop
ILI1e5	5-14	17/18	-15	NA	100000
ILI1e5	5-14	17/18	-14	NA	100000
ILI1e5	5-14	17/18	-13	NA	100000
ILI1e5	5-14	17/18	-12	2.387850616065459	100000
ILI1e5	5-14	17/18	-11	8.794378633177674	100000
ILI1e5	5-14	17/18	-10	10.048542188417896	100000
ILI1e5	5-14	17/18	-9	7.2732562368172236	100000
ILI1e5	5-14	17/18	-8	8.946144211844695	100000
ILI1e5	5-14	17/18	-7	22.103859619100586	100000
ILI1e5	5-14	17/18	-6	36.47048299305685	100000
ILI1e5	5-14	17/18	-5	46.65042540745074	100000
ILI1e5	5-14	17/18	-4	65.84692022502469	100000
ILI1e5	5-14	17/18	-3	73.92348918868971	100000
ILI1e5	5-14	17/18	-2	153.18006001300984	100000
ILI1e5	5-14	17/18	-1	246.9118283537083	100000
ILI1e5	5-14	17/18	0	386.365397602099	100000
ILI1e5	5-14	17/18	1	266.3513067195108	100000
ILI1e5	5-14	17/18	2	363.1300551341972	100000
ILI1e5	5-14	17/18	3	556.4586720020008	100000
ILI1e5	5-14	17/18	4	517.1348646078452	100000
ILI1e5	5-14	17/18	5	369.5564615852064	100000
ILI1e5	5-14	17/18	6	279.8279058379097	100000
ILI1e5	5-14	17/18	7	194.18957063298865	100000
ILI1e5	5-14	17/18	8	172.4298296450521	100000
ILI1e5	5-14	17/18	9	129.4086525055946	100000
ILI1e5	5-14	17/18	10	91.29031060971538	100000
ILI1e5	5-14	17/18	11	62.54506924107077	100000
ILI1e5	5-14	17/18	12	37.32326337051023	100000
ILI1e5	5-14	17/18	13	12.978465018401609	100000
ILI1e5	5-14	17/18	14	13.553268330795417	100000
ILI1e5	5-14	17/18	15	8.80197751094746	100000
ILI1e5	5-14	17/18	16	2.272865022122553	100000
ILI1e5	5-14	17/18	17	2.3277648026443405	100000
ILI1e5	5-14	17/18	18	4.244662337111083	100000
ILI1e5	5-14	17/18	19	4.770157892226233	100000
ILI1e5	5-14	17/18	20	1.6262939201001796	100000
ILI1e5	5-14	17/18	21	NA	100000
ILI1e5	5-14	17/18	22	NA	100000
ILI1e5	5-14	17/18	23	NA	100000
ILI1e5	5-14	17/18	24	NA	100000
ILI1e5	5-14	17/18	25	NA	100000
ILI1e5	5-14	17/18	26	NA	100000
ILI1e5	5-14	17/18	27	NA	100000
ILI1e5	5-14	17/18	28	NA	100000
ILI1e5	5-14	17/18	29	NA	100000
ILI1e5	5-14	17/18	30	NA	100000
ILI1e5	5-14	17/18	31	NA	100000
ILI1e5	5-14	17/18	32	NA	100000
ILI1e5	5-14	18/19	-26	NA	100000
ILI1e5	5-14	18/19	-25	NA	100000
ILI1e5	5-14	18/19	-24	NA	100000
ILI1e5	5-14	18/19	-23	NA	100000
ILI1e5	5-14	18/19	-22	NA	100000
ILI1e5	5-14	18/19	-21	NA	100000
ILI1e5	5-14	18/19	-20	NA	100000
ILI1e5	5-14	18/19	-19	NA	100000
ILI1e5	5-14	18/19	-18	NA	100000
ILI1e5	5-14	18/19	-17	NA	100000
ILI1e5	5-14	18/19	-16	NA	100000
ILI1e5	5-14	18/19	-15	NA	100000
ILI1e5	5-14	18/19	-14	NA	100000
ILI1e5	5-14	18/19	-13	NA	100000
ILI1e5	5-14	18/19	-12	5.95633158047004	100000
ILI1e5	5-14	18/19	-11	6.373486297004461	100000
ILI1e5	5-14	18/19	-10	5.048422788580467	100000
ILI1e5	5-14	18/19	-9	8.525294548926665	100000
ILI1e5	5-14	18/19	-8	12.747405902898759	100000
ILI1e5	5-14	18/19	-7	14.267610007469514	100000
ILI1e5	5-14	18/19	-6	15.847609388123802	100000
ILI1e5	5-14	18/19	-5	17.632222503315624	100000
ILI1e5	5-14	18/19	-4	33.01393659752081	100000
ILI1e5	5-14	18/19	-3	37.073080309560225	100000
ILI1e5	5-14	18/19	-2	52.5057352418495	100000
ILI1e5	5-14	18/19	-1	93.12526653843811	100000
ILI1e5	5-14	18/19	0	42.88223983621751	100000
ILI1e5	5-14	18/19	1	68.64901285262074	100000
ILI1e5	5-14	18/19	2	145.88322595878168	100000
ILI1e5	5-14	18/19	3	406.4094808196442	100000
ILI1e5	5-14	18/19	4	572.2527946317985	100000
ILI1e5	5-14	18/19	5	556.3047875927174	100000
ILI1e5	5-14	18/19	6	474.68712090959093	100000
ILI1e5	5-14	18/19	7	322.33464625738026	100000
ILI1e5	5-14	18/19	8	244.63725251126826	100000
ILI1e5	5-14	18/19	9	142.35796557525558	100000
ILI1e5	5-14	18/19	10	70.5542871638762	100000
ILI1e5	5-14	18/19	11	59.527589053273225	100000
ILI1e5	5-14	18/19	12	33.81752691639206	100000
ILI1e5	5-14	18/19	13	16.507370540946532	100000
ILI1e5	5-14	18/19	14	15.659009411064657	100000
ILI1e5	5-14	18/19	15	8.169667657919677	100000
ILI1e5	5-14	18/19	16	2.999280172758538	100000
ILI1e5	5-14	18/19	17	2.5791808521613535	100000
ILI1e5	5-14	18/19	18	3.7257477109937502	100000
ILI1e5	5-14	18/19	19	2.412176667819151	100000
ILI1e5	5-14	18/19	20	3.497909998775732	100000
ILI1e5	5-14	18/19	21	NA	100000
ILI1e5	5-14	18/19	22	NA	100000
ILI1e5	5-14	18/19	23	NA	100000
ILI1e5	5-14	18/19	24	NA	100000
ILI1e5	5-14	18/19	25	NA	100000
ILI1e5	5-14	18/19	26	NA	100000
ILI1e5	5-14	18/19	27	NA	100000
ILI1e5	5-14	18/19	28	NA	100000
ILI1e5	5-14	18/19	29	NA	100000
ILI1e5	5-14	18/19	30	NA	100000
ILI1e5	5-14	18/19	31	NA	100000
ILI1e5	5-14	18/19	32	NA	100000
ILI1e5	5-14	19/20	-26	NA	100000
ILI1e5	5-14	19/20	-25	NA	100000
ILI1e5	5-14	19/20	-24	NA	100000
ILI1e5	5-14	19/20	-23	NA	100000
ILI1e5	5-14	19/20	-22	NA	100000
ILI1e5	5-14	19/20	-21	NA	100000
ILI1e5	5-14	19/20	-20	NA	100000
ILI1e5	5-14	19/20	-19	NA	100000
ILI1e5	5-14	19/20	-18	NA	100000
ILI1e5	5-14	19/20	-17	NA	100000
ILI1e5	5-14	19/20	-16	NA	100000
ILI1e5	5-14	19/20	-15	NA	100000
ILI1e5	5-14	19/20	-14	NA	100000
ILI1e5	5-14	19/20	-13	NA	100000
ILI1e5	5-14	19/20	-12	0.8566631257924134	100000
ILI1e5	5-14	19/20	-11	5.898511889714681	100000
ILI1e5	5-14	19/20	-10	5.110689006056167	100000
ILI1e5	5-14	19/20	-9	8.315109385263963	100000
ILI1e5	5-14	19/20	-8	8.806615529585825	100000
ILI1e5	5-14	19/20	-7	11.07375914573858	100000
ILI1e5	5-14	19/20	-6	14.889465311464104	100000
ILI1e5	5-14	19/20	-5	33.9666046518809	100000
ILI1e5	5-14	19/20	-4	37.2349036749231	100000
ILI1e5	5-14	19/20	-3	45.61350159647256	100000
ILI1e5	5-14	19/20	-2	44.922162144502344	100000
ILI1e5	5-14	19/20	-1	71.83793362174933	100000
ILI1e5	5-14	19/20	0	55.48987912856764	100000
ILI1e5	5-14	19/20	1	60.418748402388864	100000
ILI1e5	5-14	19/20	2	141.09440179479088	100000
ILI1e5	5-14	19/20	3	351.42288884568796	100000
ILI1e5	5-14	19/20	4	587.5306164493312	100000
ILI1e5	5-14	19/20	5	744.6841972823352	100000
ILI1e5	5-14	19/20	6	611.5561461392688	100000
ILI1e5	5-14	19/20	7	448.2876499471689	100000
ILI1e5	5-14	19/20	8	255.93925093575385	100000
ILI1e5	5-14	19/20	9	194.90497371613424	100000
ILI1e5	5-14	19/20	10	156.69019657497387	100000
ILI1e5	5-14	19/20	11	88.4745886387683	100000
ILI1e5	5-14	19/20	12	10.671870473983505	100000
ILI1e5	5-14	19/20	13	1.990961036892508	100000
ILI1e5	5-14	19/20	14	1.889501927291966	100000
ILI1e5	5-14	19/20	15	4.001200360108033	100000
ILI1e5	5-14	19/20	16	2.0021222495845596	100000
ILI1e5	5-14	19/20	17	0	100000
ILI1e5	5-14	19/20	18	0	100000
ILI1e5	5-14	19/20	19	0	100000
ILI1e5	5-14	19/20	20	0	100000
ILI1e5	5-14	19/20	21	NA	100000
ILI1e5	5-14	19/20	22	NA	100000
ILI1e5	5-14	19/20	23	NA	100000
ILI1e5	5-14	19/20	24	NA	100000
ILI1e5	5-14	19/20	25	NA	100000
ILI1e5	5-14	19/20	26	NA	100000
ILI1e5	5-14	19/20	27	NA	100000
ILI1e5	5-14	19/20	28	NA	100000
ILI1e5	5-14	19/20	29	NA	100000
ILI1e5	5-14	19/20	30	NA	100000
ILI1e5	5-14	19/20	31	NA	100000
ILI1e5	5-14	19/20	32	NA	100000
ILI1e5	5-14	20/21	-26	NA	100000
ILI1e5	5-14	20/21	-25	NA	100000
ILI1e5	5-14	20/21	-24	NA	100000
ILI1e5	5-14	20/21	-23	NA	100000
ILI1e5	5-14	20/21	-22	NA	100000
ILI1e5	5-14	20/21	-21	NA	100000
ILI1e5	5-14	20/21	-20	NA	100000
ILI1e5	5-14	20/21	-19	NA	100000
ILI1e5	5-14	20/21	-18	NA	100000
ILI1e5	5-14	20/21	-17	NA	100000
ILI1e5	5-14	20/21	-16	NA	100000
ILI1e5	5-14	20/21	-15	NA	100000
ILI1e5	5-14	20/21	-14	NA	100000
ILI1e5	5-14	20/21	-13	NA	100000
ILI1e5	5-14	20/21	-12	NA	100000
ILI1e5	5-14	20/21	-11	NA	100000
ILI1e5	5-14	20/21	-10	NA	100000
ILI1e5	5-14	20/21	-9	NA	100000
ILI1e5	5-14	20/21	-8	NA	100000
ILI1e5	5-14	20/21	-7	NA	100000
ILI1e5	5-14	20/21	-6	NA	100000
ILI1e5	5-14	20/21	-5	NA	100000
ILI1e5	5-14	20/21	-4	NA	100000
ILI1e5	5-14	20/21	-3	NA	100000
ILI1e5	5-14	20/21	-2	NA	100000
ILI1e5	5-14	20/21	-1	NA	100000
ILI1e5	5-14	20/21	0	NA	100000
ILI1e5	5-14	20/21	1	NA	100000
ILI1e5	5-14	20/21	2	NA	100000
ILI1e5	5-14	20/21	3	NA	100000
ILI1e5	5-14	20/21	4	NA	100000
ILI1e5	5-14	20/21	5	NA	100000
ILI1e5	5-14	20/21	6	NA	100000
ILI1e5	5-14	20/21	7	NA	100000
ILI1e5	5-14	20/21	8	NA	100000
ILI1e5	5-14	20/21	9	NA	100000
ILI1e5	5-14	20/21	10	NA	100000
ILI1e5	5-14	20/21	11	NA	100000
ILI1e5	5-14	20/21	12	NA	100000
ILI1e5	5-14	20/21	13	NA	100000
ILI1e5	5-14	20/21	14	NA	100000
ILI1e5	5-14	20/21	15	NA	100000
ILI1e5	5-14	20/21	16	NA	100000
ILI1e5	5-14	20/21	17	NA	100000
ILI1e5	5-14	20/21	18	NA	100000
ILI1e5	5-14	20/21	19	NA	100000
ILI1e5	5-14	20/21	20	NA	100000
ILI1e5	5-14	20/21	21	NA	100000
ILI1e5	5-14	20/21	22	NA	100000
ILI1e5	5-14	20/21	23	NA	100000
ILI1e5	5-14	20/21	24	NA	100000
ILI1e5	5-14	20/21	25	NA	100000
ILI1e5	5-14	20/21	26	NA	100000
ILI1e5	5-14	20/21	27	NA	100000
ILI1e5	5-14	20/21	28	NA	100000
ILI1e5	5-14	20/21	29	NA	100000
ILI1e5	5-14	20/21	30	NA	100000
ILI1e5	5-14	20/21	31	NA	100000
ILI1e5	5-14	20/21	32	NA	100000
ILI1e5	15-64	10/11	-26	NA	100000
ILI1e5	15-64	10/11	-25	NA	100000
ILI1e5	15-64	10/11	-24	NA	100000
ILI1e5	15-64	10/11	-23	NA	100000
ILI1e5	15-64	10/11	-22	NA	100000
ILI1e5	15-64	10/11	-21	NA	100000
ILI1e5	15-64	10/11	-20	NA	100000
ILI1e5	15-64	10/11	-19	NA	100000
ILI1e5	15-64	10/11	-18	NA	100000
ILI1e5	15-64	10/11	-17	NA	100000
ILI1e5	15-64	10/11	-16	NA	100000
ILI1e5	15-64	10/11	-15	NA	100000
ILI1e5	15-64	10/11	-14	NA	100000
ILI1e5	15-64	10/11	-13	NA	100000
ILI1e5	15-64	10/11	-12	9.289090076986165	100000
ILI1e5	15-64	10/11	-11	9.903846567886562	100000
ILI1e5	15-64	10/11	-10	16.965770571490008	100000
ILI1e5	15-64	10/11	-9	14.881211214635382	100000
ILI1e5	15-64	10/11	-8	15.389950167730976	100000
ILI1e5	15-64	10/11	-7	18.726591760299627	100000
ILI1e5	15-64	10/11	-6	14.409526426110832	100000
ILI1e5	15-64	10/11	-5	17.19424336732062	100000
ILI1e5	15-64	10/11	-4	14.878616981597393	100000
ILI1e5	15-64	10/11	-3	16.717515777155512	100000
ILI1e5	15-64	10/11	-2	34.32500824753671	100000
ILI1e5	15-64	10/11	-1	69.90670312953404	100000
ILI1e5	15-64	10/11	0	153.53975610900542	100000
ILI1e5	15-64	10/11	1	225.33233406950197	100000
ILI1e5	15-64	10/11	2	237.83779689485334	100000
ILI1e5	15-64	10/11	3	175.25380183311862	100000
ILI1e5	15-64	10/11	4	144.44285162126212	100000
ILI1e5	15-64	10/11	5	113.29989998725152	100000
ILI1e5	15-64	10/11	6	92.49026394318038	100000
ILI1e5	15-64	10/11	7	84.06698635628071	100000
ILI1e5	15-64	10/11	8	53.21201992078154	100000
ILI1e5	15-64	10/11	9	39.18584744150657	100000
ILI1e5	15-64	10/11	10	30.13025096388016	100000
ILI1e5	15-64	10/11	11	28.485888970034374	100000
ILI1e5	15-64	10/11	12	15.930144464182183	100000
ILI1e5	15-64	10/11	13	21.20445102440422	100000
ILI1e5	15-64	10/11	14	7.592866599174519	100000
ILI1e5	15-64	10/11	15	8.520510223644028	100000
ILI1e5	15-64	10/11	16	3.983569986898481	100000
ILI1e5	15-64	10/11	17	5.532152048125624	100000
ILI1e5	15-64	10/11	18	4.4983611652391184	100000
ILI1e5	15-64	10/11	19	3.9694274696289185	100000
ILI1e5	15-64	10/11	20	2.9976661028199474	100000
ILI1e5	15-64	10/11	21	NA	100000
ILI1e5	15-64	10/11	22	NA	100000
ILI1e5	15-64	10/11	23	NA	100000
ILI1e5	15-64	10/11	24	NA	100000
ILI1e5	15-64	10/11	25	NA	100000
ILI1e5	15-64	10/11	26	NA	100000
ILI1e5	15-64	10/11	27	NA	100000
ILI1e5	15-64	10/11	28	NA	100000
ILI1e5	15-64	10/11	29	NA	100000
ILI1e5	15-64	10/11	30	NA	100000
ILI1e5	15-64	10/11	31	NA	100000
ILI1e5	15-64	10/11	32	NA	100000
ILI1e5	15-64	11/12	-26	NA	100000
ILI1e5	15-64	11/12	-25	NA	100000
ILI1e5	15-64	11/12	-24	NA	100000
ILI1e5	15-64	11/12	-23	NA	100000
ILI1e5	15-64	11/12	-22	NA	100000
ILI1e5	15-64	11/12	-21	NA	100000
ILI1e5	15-64	11/12	-20	NA	100000
ILI1e5	15-64	11/12	-19	NA	100000
ILI1e5	15-64	11/12	-18	NA	100000
ILI1e5	15-64	11/12	-17	NA	100000
ILI1e5	15-64	11/12	-16	NA	100000
ILI1e5	15-64	11/12	-15	NA	100000
ILI1e5	15-64	11/12	-14	NA	100000
ILI1e5	15-64	11/12	-13	NA	100000
ILI1e5	15-64	11/12	-12	11.865811290805746	100000
ILI1e5	15-64	11/12	-11	10.237530392668354	100000
ILI1e5	15-64	11/12	-10	14.929406584435243	100000
ILI1e5	15-64	11/12	-9	18.732322529790885	100000
ILI1e5	15-64	11/12	-8	19.663943210532008	100000
ILI1e5	15-64	11/12	-7	18.83625829030818	100000
ILI1e5	15-64	11/12	-6	21.250667609469147	100000
ILI1e5	15-64	11/12	-5	21.219556094464917	100000
ILI1e5	15-64	11/12	-4	23.50257095196877	100000
ILI1e5	15-64	11/12	-3	14.997068754743392	100000
ILI1e5	15-64	11/12	-2	24.42089602146033	100000
ILI1e5	15-64	11/12	-1	33.469781858161156	100000
ILI1e5	15-64	11/12	0	47.25287840665243	100000
ILI1e5	15-64	11/12	1	53.26131803008139	100000
ILI1e5	15-64	11/12	2	79.05531766647078	100000
ILI1e5	15-64	11/12	3	84.62997892547584	100000
ILI1e5	15-64	11/12	4	120.93670978854401	100000
ILI1e5	15-64	11/12	5	148.47554793319975	100000
ILI1e5	15-64	11/12	6	179.28965846342626	100000
ILI1e5	15-64	11/12	7	186.58711134870407	100000
ILI1e5	15-64	11/12	8	161.3642807388454	100000
ILI1e5	15-64	11/12	9	108.59986960500086	100000
ILI1e5	15-64	11/12	10	73.95229508103465	100000
ILI1e5	15-64	11/12	11	49.16057395894168	100000
ILI1e5	15-64	11/12	12	29.667758192936848	100000
ILI1e5	15-64	11/12	13	18.819895539878775	100000
ILI1e5	15-64	11/12	14	12.938049441507532	100000
ILI1e5	15-64	11/12	15	15.569110097257669	100000
ILI1e5	15-64	11/12	16	13.135502365356272	100000
ILI1e5	15-64	11/12	17	9.777238588565819	100000
ILI1e5	15-64	11/12	18	6.725072905904002	100000
ILI1e5	15-64	11/12	19	5.973543382343854	100000
ILI1e5	15-64	11/12	20	2.602286108346182	100000
ILI1e5	15-64	11/12	21	NA	100000
ILI1e5	15-64	11/12	22	NA	100000
ILI1e5	15-64	11/12	23	NA	100000
ILI1e5	15-64	11/12	24	NA	100000
ILI1e5	15-64	11/12	25	NA	100000
ILI1e5	15-64	11/12	26	NA	100000
ILI1e5	15-64	11/12	27	NA	100000
ILI1e5	15-64	11/12	28	NA	100000
ILI1e5	15-64	11/12	29	NA	100000
ILI1e5	15-64	11/12	30	NA	100000
ILI1e5	15-64	11/12	31	NA	100000
ILI1e5	15-64	11/12	32	NA	100000
ILI1e5	15-64	12/13	-26	NA	100000
ILI1e5	15-64	12/13	-25	NA	100000
ILI1e5	15-64	12/13	-24	NA	100000
ILI1e5	15-64	12/13	-23	NA	100000
ILI1e5	15-64	12/13	-22	NA	100000
ILI1e5	15-64	12/13	-21	NA	100000
ILI1e5	15-64	12/13	-20	NA	100000
ILI1e5	15-64	12/13	-19	NA	100000
ILI1e5	15-64	12/13	-18	NA	100000
ILI1e5	15-64	12/13	-17	NA	100000
ILI1e5	15-64	12/13	-16	NA	100000
ILI1e5	15-64	12/13	-15	NA	100000
ILI1e5	15-64	12/13	-14	NA	100000
ILI1e5	15-64	12/13	-13	NA	100000
ILI1e5	15-64	12/13	-12	9.556899656801114	100000
ILI1e5	15-64	12/13	-11	6.255186592216046	100000
ILI1e5	15-64	12/13	-10	10.174631903340996	100000
ILI1e5	15-64	12/13	-9	12.465393454059997	100000
ILI1e5	15-64	12/13	-8	8.400890494392407	100000
ILI1e5	15-64	12/13	-7	16.558841651263094	100000
ILI1e5	15-64	12/13	-6	13.973480197715428	100000
ILI1e5	15-64	12/13	-5	12.861267237937284	100000
ILI1e5	15-64	12/13	-4	13.976077613817681	100000
ILI1e5	15-64	12/13	-3	10.022689663408226	100000
ILI1e5	15-64	12/13	-2	14.012969104449422	100000
ILI1e5	15-64	12/13	-1	17.441761532833052	100000
ILI1e5	15-64	12/13	0	18.603989461387147	100000
ILI1e5	15-64	12/13	1	20.411748899315818	100000
ILI1e5	15-64	12/13	2	39.56442977012464	100000
ILI1e5	15-64	12/13	3	57.16722608443103	100000
ILI1e5	15-64	12/13	4	79.18129528647195	100000
ILI1e5	15-64	12/13	5	118.31632728400349	100000
ILI1e5	15-64	12/13	6	134.62002500086177	100000
ILI1e5	15-64	12/13	7	156.13365473548328	100000
ILI1e5	15-64	12/13	8	174.49109770599242	100000
ILI1e5	15-64	12/13	9	134.21385477287666	100000
ILI1e5	15-64	12/13	10	138.60359188163144	100000
ILI1e5	15-64	12/13	11	96.09212902840595	100000
ILI1e5	15-64	12/13	12	73.33245257802822	100000
ILI1e5	15-64	12/13	13	37.48760231437746	100000
ILI1e5	15-64	12/13	14	24.756397052998494	100000
ILI1e5	15-64	12/13	15	19.417783519453447	100000
ILI1e5	15-64	12/13	16	14.091315639598944	100000
ILI1e5	15-64	12/13	17	9.066402330669826	100000
ILI1e5	15-64	12/13	18	5.094989714489514	100000
ILI1e5	15-64	12/13	19	5.642018280139228	100000
ILI1e5	15-64	12/13	20	4.545631647986285	100000
ILI1e5	15-64	12/13	21	NA	100000
ILI1e5	15-64	12/13	22	NA	100000
ILI1e5	15-64	12/13	23	NA	100000
ILI1e5	15-64	12/13	24	NA	100000
ILI1e5	15-64	12/13	25	NA	100000
ILI1e5	15-64	12/13	26	NA	100000
ILI1e5	15-64	12/13	27	NA	100000
ILI1e5	15-64	12/13	28	NA	100000
ILI1e5	15-64	12/13	29	NA	100000
ILI1e5	15-64	12/13	30	NA	100000
ILI1e5	15-64	12/13	31	NA	100000
ILI1e5	15-64	12/13	32	NA	100000
ILI1e5	15-64	13/14	-26	NA	100000
ILI1e5	15-64	13/14	-25	NA	100000
ILI1e5	15-64	13/14	-24	NA	100000
ILI1e5	15-64	13/14	-23	NA	100000
ILI1e5	15-64	13/14	-22	NA	100000
ILI1e5	15-64	13/14	-21	NA	100000
ILI1e5	15-64	13/14	-20	NA	100000
ILI1e5	15-64	13/14	-19	NA	100000
ILI1e5	15-64	13/14	-18	NA	100000
ILI1e5	15-64	13/14	-17	NA	100000
ILI1e5	15-64	13/14	-16	NA	100000
ILI1e5	15-64	13/14	-15	NA	100000
ILI1e5	15-64	13/14	-14	NA	100000
ILI1e5	15-64	13/14	-13	NA	100000
ILI1e5	15-64	13/14	-12	6.642792871679358	100000
ILI1e5	15-64	13/14	-11	8.99779841102709	100000
ILI1e5	15-64	13/14	-10	14.811221722137779	100000
ILI1e5	15-64	13/14	-9	10.770405193980666	100000
ILI1e5	15-64	13/14	-8	9.670439481180923	100000
ILI1e5	15-64	13/14	-7	13.870431426648848	100000
ILI1e5	15-64	13/14	-6	15.319192918472364	100000
ILI1e5	15-64	13/14	-5	15.75795776867318	100000
ILI1e5	15-64	13/14	-4	17.376681614349774	100000
ILI1e5	15-64	13/14	-3	19.251091577852232	100000
ILI1e5	15-64	13/14	-2	28.07900852052672	100000
ILI1e5	15-64	13/14	-1	36.17893241489264	100000
ILI1e5	15-64	13/14	0	52.13793103448276	100000
ILI1e5	15-64	13/14	1	112.2134645367688	100000
ILI1e5	15-64	13/14	2	177.1610681129872	100000
ILI1e5	15-64	13/14	3	236.04622571920336	100000
ILI1e5	15-64	13/14	4	248.01422228449823	100000
ILI1e5	15-64	13/14	5	188.70413196978623	100000
ILI1e5	15-64	13/14	6	135.30420602789025	100000
ILI1e5	15-64	13/14	7	92.65939665238693	100000
ILI1e5	15-64	13/14	8	64.34147777020222	100000
ILI1e5	15-64	13/14	9	44.30643602393669	100000
ILI1e5	15-64	13/14	10	32.99396681749623	100000
ILI1e5	15-64	13/14	11	20.499015660474416	100000
ILI1e5	15-64	13/14	12	16.37618434904667	100000
ILI1e5	15-64	13/14	13	12.790164560224948	100000
ILI1e5	15-64	13/14	14	10.619740524339855	100000
ILI1e5	15-64	13/14	15	7.181844297615628	100000
ILI1e5	15-64	13/14	16	4.706568958295093	100000
ILI1e5	15-64	13/14	17	4.782889430466571	100000
ILI1e5	15-64	13/14	18	2.9416623107436295	100000
ILI1e5	15-64	13/14	19	3.828003547283287	100000
ILI1e5	15-64	13/14	20	2.471521333722785	100000
ILI1e5	15-64	13/14	21	NA	100000
ILI1e5	15-64	13/14	22	NA	100000
ILI1e5	15-64	13/14	23	NA	100000
ILI1e5	15-64	13/14	24	NA	100000
ILI1e5	15-64	13/14	25	NA	100000
ILI1e5	15-64	13/14	26	NA	100000
ILI1e5	15-64	13/14	27	NA	100000
ILI1e5	15-64	13/14	28	NA	100000
ILI1e5	15-64	13/14	29	NA	100000
ILI1e5	15-64	13/14	30	NA	100000
ILI1e5	15-64	13/14	31	NA	100000
ILI1e5	15-64	13/14	32	NA	100000
ILI1e5	15-64	14/15	-26	NA	100000
ILI1e5	15-64	14/15	-25	NA	100000
ILI1e5	15-64	14/15	-24	NA	100000
ILI1e5	15-64	14/15	-23	NA	100000
ILI1e5	15-64	14/15	-22	NA	100000
ILI1e5	15-64	14/15	-21	NA	100000
ILI1e5	15-64	14/15	-20	NA	100000
ILI1e5	15-64	14/15	-19	NA	100000
ILI1e5	15-64	14/15	-18	NA	100000
ILI1e5	15-64	14/15	-17	NA	100000
ILI1e5	15-64	14/15	-16	NA	100000
ILI1e5	15-64	14/15	-15	NA	100000
ILI1e5	15-64	14/15	-14	NA	100000
ILI1e5	15-64	14/15	-13	NA	100000
ILI1e5	15-64	14/15	-12	9.049890754890173	100000
ILI1e5	15-64	14/15	-11	12.51437031506518	100000
ILI1e5	15-64	14/15	-10	9.220781125899288	100000
ILI1e5	15-64	14/15	-9	10.878806071179625	100000
ILI1e5	15-64	14/15	-8	8.917948790705875	100000
ILI1e5	15-64	14/15	-7	10.863575222357634	100000
ILI1e5	15-64	14/15	-6	13.4454329327545	100000
ILI1e5	15-64	14/15	-5	13.068749922209822	100000
ILI1e5	15-64	14/15	-4	14.60031133621638	100000
ILI1e5	15-64	14/15	-3	15.582040468199311	100000
ILI1e5	15-64	14/15	-2	17.467092445706452	100000
ILI1e5	15-64	14/15	-1	26.564521795761674	100000
ILI1e5	15-64	14/15	0	23.150027208798214	100000
ILI1e5	15-64	14/15	1	33.414365724831164	100000
ILI1e5	15-64	14/15	2	89.72275427089984	100000
ILI1e5	15-64	14/15	3	163.45800974003433	100000
ILI1e5	15-64	14/15	4	207.5058766312718	100000
ILI1e5	15-64	14/15	5	247.0269109619669	100000
ILI1e5	15-64	14/15	6	210.91154235084508	100000
ILI1e5	15-64	14/15	7	189.63654602978625	100000
ILI1e5	15-64	14/15	8	162.05570063017203	100000
ILI1e5	15-64	14/15	9	125.73901419819563	100000
ILI1e5	15-64	14/15	10	86.78026869289766	100000
ILI1e5	15-64	14/15	11	52.809678903553205	100000
ILI1e5	15-64	14/15	12	42.44123777314603	100000
ILI1e5	15-64	14/15	13	28.04724402437884	100000
ILI1e5	15-64	14/15	14	9.420310713248359	100000
ILI1e5	15-64	14/15	15	11.756934988424764	100000
ILI1e5	15-64	14/15	16	8.50387709659733	100000
ILI1e5	15-64	14/15	17	3.276039050385481	100000
ILI1e5	15-64	14/15	18	4.053361309474136	100000
ILI1e5	15-64	14/15	19	2.8100543745521476	100000
ILI1e5	15-64	14/15	20	3.1042922810578473	100000
ILI1e5	15-64	14/15	21	NA	100000
ILI1e5	15-64	14/15	22	NA	100000
ILI1e5	15-64	14/15	23	NA	100000
ILI1e5	15-64	14/15	24	NA	100000
ILI1e5	15-64	14/15	25	NA	100000
ILI1e5	15-64	14/15	26	NA	100000
ILI1e5	15-64	14/15	27	NA	100000
ILI1e5	15-64	14/15	28	NA	100000
ILI1e5	15-64	14/15	29	NA	100000
ILI1e5	15-64	14/15	30	NA	100000
ILI1e5	15-64	14/15	31	NA	100000
ILI1e5	15-64	14/15	32	NA	100000
ILI1e5	15-64	15/16	-26	NA	100000
ILI1e5	15-64	15/16	-25	NA	100000
ILI1e5	15-64	15/16	-24	NA	100000
ILI1e5	15-64	15/16	-23	NA	100000
ILI1e5	15-64	15/16	-22	NA	100000
ILI1e5	15-64	15/16	-21	NA	100000
ILI1e5	15-64	15/16	-20	NA	100000
ILI1e5	15-64	15/16	-19	NA	100000
ILI1e5	15-64	15/16	-18	NA	100000
ILI1e5	15-64	15/16	-17	NA	100000
ILI1e5	15-64	15/16	-16	NA	100000
ILI1e5	15-64	15/16	-15	NA	100000
ILI1e5	15-64	15/16	-14	NA	100000
ILI1e5	15-64	15/16	-13	4.734560260806634	100000
ILI1e5	15-64	15/16	-12	6.358405130324596	100000
ILI1e5	15-64	15/16	-11	8.278733117297822	100000
ILI1e5	15-64	15/16	-10	12.735352668726666	100000
ILI1e5	15-64	15/16	-9	12.44767755873616	100000
