virus	age_group	season	iso_standard	IncRate1e5	CatchmentPop
ILI1e5	0-4	10/11	-26	NA	100000
ILI1e5	0-4	10/11	-25	NA	100000
ILI1e5	0-4	10/11	-24	NA	100000
ILI1e5	0-4	10/11	-23	NA	100000
ILI1e5	0-4	10/11	-22	NA	100000
ILI1e5	0-4	10/11	-21	NA	100000
ILI1e5	0-4	10/11	-20	NA	100000
ILI1e5	0-4	10/11	-19	NA	100000
ILI1e5	0-4	10/11	-18	NA	100000
ILI1e5	0-4	10/11	-17	NA	100000
ILI1e5	0-4	10/11	-16	NA	100000
ILI1e5	0-4	10/11	-15	NA	100000
ILI1e5	0-4	10/11	-14	NA	100000
ILI1e5	0-4	10/11	-13	NA	100000
ILI1e5	0-4	10/11	-12	20.675286670801725	100000
ILI1e5	0-4	10/11	-11	17.335665768363985	100000
ILI1e5	0-4	10/11	-10	32.471845434015734	100000
ILI1e5	0-4	10/11	-9	46.13026591866193	100000
ILI1e5	0-4	10/11	-8	29.818889481779088	100000
ILI1e5	0-4	10/11	-7	40.775907263936624	100000
ILI1e5	0-4	10/11	-6	62.07420971771754	100000
ILI1e5	0-4	10/11	-5	63.69716547613631	100000
ILI1e5	0-4	10/11	-4	69.88438691642739	100000
ILI1e5	0-4	10/11	-3	27.22668941607827	100000
ILI1e5	0-4	10/11	-2	92.8724109972728	100000
ILI1e5	0-4	10/11	-1	161.36507991004757	100000
ILI1e5	0-4	10/11	0	200.4008016032064	100000
ILI1e5	0-4	10/11	1	332.48859604662954	100000
ILI1e5	0-4	10/11	2	352.57696497162186	100000
ILI1e5	0-4	10/11	3	494.6732807339957	100000
ILI1e5	0-4	10/11	4	428.01717591505934	100000
ILI1e5	0-4	10/11	5	340.9760615160104	100000
ILI1e5	0-4	10/11	6	275.6176789054041	100000
ILI1e5	0-4	10/11	7	227.48016569542935	100000
ILI1e5	0-4	10/11	8	134.11542769557272	100000
ILI1e5	0-4	10/11	9	93.71632069724943	100000
ILI1e5	0-4	10/11	10	93.39037175393143	100000
ILI1e5	0-4	10/11	11	46.50325522786595	100000
ILI1e5	0-4	10/11	12	46.57594061567571	100000
ILI1e5	0-4	10/11	13	38.67378660994511	100000
ILI1e5	0-4	10/11	14	28.258250665556165	100000
ILI1e5	0-4	10/11	15	18.35458229206376	100000
ILI1e5	0-4	10/11	16	7.122760782079134	100000
ILI1e5	0-4	10/11	17	6.632839186813915	100000
ILI1e5	0-4	10/11	18	11.00317520198686	100000
ILI1e5	0-4	10/11	19	16.783131427176468	100000
ILI1e5	0-4	10/11	20	10.175010175010174	100000
ILI1e5	0-4	10/11	21	NA	100000
ILI1e5	0-4	10/11	22	NA	100000
ILI1e5	0-4	10/11	23	NA	100000
ILI1e5	0-4	10/11	24	NA	100000
ILI1e5	0-4	10/11	25	NA	100000
ILI1e5	0-4	10/11	26	NA	100000
ILI1e5	0-4	10/11	27	NA	100000
ILI1e5	0-4	10/11	28	NA	100000
ILI1e5	0-4	10/11	29	NA	100000
ILI1e5	0-4	10/11	30	NA	100000
ILI1e5	0-4	10/11	31	NA	100000
ILI1e5	0-4	10/11	32	NA	100000
ILI1e5	0-4	11/12	-26	NA	100000
ILI1e5	0-4	11/12	-25	NA	100000
ILI1e5	0-4	11/12	-24	NA	100000
ILI1e5	0-4	11/12	-23	NA	100000
ILI1e5	0-4	11/12	-22	NA	100000
ILI1e5	0-4	11/12	-21	NA	100000
ILI1e5	0-4	11/12	-20	NA	100000
ILI1e5	0-4	11/12	-19	NA	100000
ILI1e5	0-4	11/12	-18	NA	100000
ILI1e5	0-4	11/12	-17	NA	100000
ILI1e5	0-4	11/12	-16	NA	100000
ILI1e5	0-4	11/12	-15	NA	100000
ILI1e5	0-4	11/12	-14	NA	100000
ILI1e5	0-4	11/12	-13	NA	100000
ILI1e5	0-4	11/12	-12	16.105653084232568	100000
ILI1e5	0-4	11/12	-11	12.379301807378065	100000
ILI1e5	0-4	11/12	-10	15.916424302932962	100000
ILI1e5	0-4	11/12	-9	25.12785644603423	100000
ILI1e5	0-4	11/12	-8	20.180471069853258	100000
ILI1e5	0-4	11/12	-7	36.194559679260514	100000
ILI1e5	0-4	11/12	-6	33.507385586239636	100000
ILI1e5	0-4	11/12	-5	46.646142364026495	100000
ILI1e5	0-4	11/12	-4	61.32858660045174	100000
ILI1e5	0-4	11/12	-3	45.37205081669691	100000
ILI1e5	0-4	11/12	-2	50.004412154013586	100000
ILI1e5	0-4	11/12	-1	135.00302592989152	100000
ILI1e5	0-4	11/12	0	170.56620564351664	100000
ILI1e5	0-4	11/12	1	103.87297818667457	100000
ILI1e5	0-4	11/12	2	203.3341225296993	100000
ILI1e5	0-4	11/12	3	529.3739698857446	100000
ILI1e5	0-4	11/12	4	581.944653640235	100000
ILI1e5	0-4	11/12	5	593.9426276695825	100000
ILI1e5	0-4	11/12	6	682.2506115792335	100000
ILI1e5	0-4	11/12	7	655.1687025776247	100000
ILI1e5	0-4	11/12	8	420.09907222419884	100000
ILI1e5	0-4	11/12	9	276.8453969073644	100000
ILI1e5	0-4	11/12	10	140.6508933420602	100000
ILI1e5	0-4	11/12	11	84.21643624113973	100000
ILI1e5	0-4	11/12	12	64.5790878562613	100000
ILI1e5	0-4	11/12	13	29.216700265871975	100000
ILI1e5	0-4	11/12	14	22.363502763489983	100000
ILI1e5	0-4	11/12	15	16.715800990791113	100000
ILI1e5	0-4	11/12	16	25.847257910021135	100000
ILI1e5	0-4	11/12	17	17.834849295523455	100000
ILI1e5	0-4	11/12	18	15.714869409435208	100000
ILI1e5	0-4	11/12	19	15.366648226688794	100000
ILI1e5	0-4	11/12	20	14.949917775452235	100000
ILI1e5	0-4	11/12	21	NA	100000
ILI1e5	0-4	11/12	22	NA	100000
ILI1e5	0-4	11/12	23	NA	100000
ILI1e5	0-4	11/12	24	NA	100000
ILI1e5	0-4	11/12	25	NA	100000
ILI1e5	0-4	11/12	26	NA	100000
ILI1e5	0-4	11/12	27	NA	100000
ILI1e5	0-4	11/12	28	NA	100000
ILI1e5	0-4	11/12	29	NA	100000
ILI1e5	0-4	11/12	30	NA	100000
ILI1e5	0-4	11/12	31	NA	100000
ILI1e5	0-4	11/12	32	NA	100000
ILI1e5	0-4	12/13	-26	NA	100000
ILI1e5	0-4	12/13	-25	NA	100000
ILI1e5	0-4	12/13	-24	NA	100000
ILI1e5	0-4	12/13	-23	NA	100000
ILI1e5	0-4	12/13	-22	NA	100000
ILI1e5	0-4	12/13	-21	NA	100000
ILI1e5	0-4	12/13	-20	NA	100000
ILI1e5	0-4	12/13	-19	NA	100000
ILI1e5	0-4	12/13	-18	NA	100000
ILI1e5	0-4	12/13	-17	NA	100000
ILI1e5	0-4	12/13	-16	NA	100000
ILI1e5	0-4	12/13	-15	NA	100000
ILI1e5	0-4	12/13	-14	NA	100000
ILI1e5	0-4	12/13	-13	NA	100000
ILI1e5	0-4	12/13	-12	18.576060524182655	100000
ILI1e5	0-4	12/13	-11	14.91968237653963	100000
ILI1e5	0-4	12/13	-10	4.783392062758104	100000
ILI1e5	0-4	12/13	-9	29.580732045274086	100000
ILI1e5	0-4	12/13	-8	19.55512099731117	100000
ILI1e5	0-4	12/13	-7	22.80675079823628	100000
ILI1e5	0-4	12/13	-6	39.08815159948716	100000
ILI1e5	0-4	12/13	-5	37.05852023717453	100000
ILI1e5	0-4	12/13	-4	38.93656454903671	100000
ILI1e5	0-4	12/13	-3	66.32688682538574	100000
ILI1e5	0-4	12/13	-2	58.05651880560481	100000
ILI1e5	0-4	12/13	-1	68.54479402289395	100000
ILI1e5	0-4	12/13	0	54.62404407922862	100000
ILI1e5	0-4	12/13	1	44.471739268545775	100000
ILI1e5	0-4	12/13	2	95.15515128056255	100000
ILI1e5	0-4	12/13	3	226.67978272956674	100000
ILI1e5	0-4	12/13	4	412.22542841999876	100000
ILI1e5	0-4	12/13	5	489.2439355658434	100000
ILI1e5	0-4	12/13	6	514.4924545692157	100000
ILI1e5	0-4	12/13	7	495.11894075403944	100000
ILI1e5	0-4	12/13	8	497.27253548717636	100000
ILI1e5	0-4	12/13	9	310.91093999709426	100000
ILI1e5	0-4	12/13	10	301.47986027568015	100000
ILI1e5	0-4	12/13	11	215.95800975386507	100000
ILI1e5	0-4	12/13	12	132.36072710159422	100000
ILI1e5	0-4	12/13	13	33.212660666245974	100000
ILI1e5	0-4	12/13	14	34.8537657220791	100000
ILI1e5	0-4	12/13	15	18.291567587342236	100000
ILI1e5	0-4	12/13	16	20.06668313163744	100000
ILI1e5	0-4	12/13	17	17.95801090541026	100000
ILI1e5	0-4	12/13	18	3.4233093131129864	100000
ILI1e5	0-4	12/13	19	13.025921583952066	100000
ILI1e5	0-4	12/13	20	10.466272437071536	100000
ILI1e5	0-4	12/13	21	NA	100000
ILI1e5	0-4	12/13	22	NA	100000
ILI1e5	0-4	12/13	23	NA	100000
ILI1e5	0-4	12/13	24	NA	100000
ILI1e5	0-4	12/13	25	NA	100000
ILI1e5	0-4	12/13	26	NA	100000
ILI1e5	0-4	12/13	27	NA	100000
ILI1e5	0-4	12/13	28	NA	100000
ILI1e5	0-4	12/13	29	NA	100000
ILI1e5	0-4	12/13	30	NA	100000
ILI1e5	0-4	12/13	31	NA	100000
ILI1e5	0-4	12/13	32	NA	100000
ILI1e5	0-4	13/14	-26	NA	100000
ILI1e5	0-4	13/14	-25	NA	100000
ILI1e5	0-4	13/14	-24	NA	100000
ILI1e5	0-4	13/14	-23	NA	100000
ILI1e5	0-4	13/14	-22	NA	100000
ILI1e5	0-4	13/14	-21	NA	100000
ILI1e5	0-4	13/14	-20	NA	100000
ILI1e5	0-4	13/14	-19	NA	100000
ILI1e5	0-4	13/14	-18	NA	100000
ILI1e5	0-4	13/14	-17	NA	100000
ILI1e5	0-4	13/14	-16	NA	100000
ILI1e5	0-4	13/14	-15	NA	100000
ILI1e5	0-4	13/14	-14	NA	100000
ILI1e5	0-4	13/14	-13	NA	100000
ILI1e5	0-4	13/14	-12	8.379139294811637	100000
ILI1e5	0-4	13/14	-11	21.55958738266609	100000
ILI1e5	0-4	13/14	-10	19.307193538525894	100000
ILI1e5	0-4	13/14	-9	13.21549516808458	100000
ILI1e5	0-4	13/14	-8	20.253351008985124	100000
ILI1e5	0-4	13/14	-7	13.173928794914863	100000
ILI1e5	0-4	13/14	-6	24.073568826333275	100000
ILI1e5	0-4	13/14	-5	34.46601181244223	100000
ILI1e5	0-4	13/14	-4	27.919657080917737	100000
ILI1e5	0-4	13/14	-3	45.17496611877541	100000
ILI1e5	0-4	13/14	-2	52.96610169491525	100000
ILI1e5	0-4	13/14	-1	83.78359893304152	100000
ILI1e5	0-4	13/14	0	89.88873232593168	100000
ILI1e5	0-4	13/14	1	130.35564956466132	100000
ILI1e5	0-4	13/14	2	280.645320116197	100000
ILI1e5	0-4	13/14	3	826.9970615855322	100000
ILI1e5	0-4	13/14	4	820.8740655549166	100000
ILI1e5	0-4	13/14	5	547.4968385033103	100000
ILI1e5	0-4	13/14	6	331.86014689923087	100000
ILI1e5	0-4	13/14	7	193.00720065325513	100000
ILI1e5	0-4	13/14	8	131.6095068514361	100000
ILI1e5	0-4	13/14	9	66.21576881237289	100000
ILI1e5	0-4	13/14	10	60.310759122002324	100000
ILI1e5	0-4	13/14	11	30.206917384080956	100000
ILI1e5	0-4	13/14	12	35.49360308471678	100000
ILI1e5	0-4	13/14	13	14.910289756630936	100000
ILI1e5	0-4	13/14	14	28.087567121024374	100000
ILI1e5	0-4	13/14	15	20.560971848602712	100000
ILI1e5	0-4	13/14	16	11.92202992429511	100000
ILI1e5	0-4	13/14	17	7.0285182126478185	100000
ILI1e5	0-4	13/14	18	5.549081626990733	100000
ILI1e5	0-4	13/14	19	3.54804945980947	100000
ILI1e5	0-4	13/14	20	1.7946877243359656	100000
ILI1e5	0-4	13/14	21	NA	100000
ILI1e5	0-4	13/14	22	NA	100000
ILI1e5	0-4	13/14	23	NA	100000
ILI1e5	0-4	13/14	24	NA	100000
ILI1e5	0-4	13/14	25	NA	100000
ILI1e5	0-4	13/14	26	NA	100000
ILI1e5	0-4	13/14	27	NA	100000
ILI1e5	0-4	13/14	28	NA	100000
ILI1e5	0-4	13/14	29	NA	100000
ILI1e5	0-4	13/14	30	NA	100000
ILI1e5	0-4	13/14	31	NA	100000
ILI1e5	0-4	13/14	32	NA	100000
ILI1e5	0-4	14/15	-26	NA	100000
ILI1e5	0-4	14/15	-25	NA	100000
ILI1e5	0-4	14/15	-24	NA	100000
ILI1e5	0-4	14/15	-23	NA	100000
ILI1e5	0-4	14/15	-22	NA	100000
ILI1e5	0-4	14/15	-21	NA	100000
ILI1e5	0-4	14/15	-20	NA	100000
ILI1e5	0-4	14/15	-19	NA	100000
ILI1e5	0-4	14/15	-18	NA	100000
ILI1e5	0-4	14/15	-17	NA	100000
ILI1e5	0-4	14/15	-16	NA	100000
ILI1e5	0-4	14/15	-15	NA	100000
ILI1e5	0-4	14/15	-14	NA	100000
ILI1e5	0-4	14/15	-13	NA	100000
ILI1e5	0-4	14/15	-12	3.810830379939789	100000
ILI1e5	0-4	14/15	-11	14.536732505950976	100000
ILI1e5	0-4	14/15	-10	23.793835566293286	100000
ILI1e5	0-4	14/15	-9	23.059866962305986	100000
ILI1e5	0-4	14/15	-8	10.257988408473098	100000
ILI1e5	0-4	14/15	-7	14.874557895084786	100000
ILI1e5	0-4	14/15	-6	22.282785691023467	100000
ILI1e5	0-4	14/15	-5	18.3205089770494	100000
ILI1e5	0-4	14/15	-4	50.966667799259284	100000
ILI1e5	0-4	14/15	-3	36.22875873371863	100000
ILI1e5	0-4	14/15	-2	66.70866842085758	100000
ILI1e5	0-4	14/15	-1	64.95726495726495	100000
ILI1e5	0-4	14/15	0	85.24922076884141	100000
ILI1e5	0-4	14/15	1	60.090135202804206	100000
ILI1e5	0-4	14/15	2	108.11019517751308	100000
ILI1e5	0-4	14/15	3	442.6368744283288	100000
ILI1e5	0-4	14/15	4	651.9575315195752	100000
ILI1e5	0-4	14/15	5	618.2893993285244	100000
ILI1e5	0-4	14/15	6	478.461059496305	100000
ILI1e5	0-4	14/15	7	418.49896192640307	100000
ILI1e5	0-4	14/15	8	312.0071897308938	100000
ILI1e5	0-4	14/15	9	265.4211406214991	100000
ILI1e5	0-4	14/15	10	176.60643934248063	100000
ILI1e5	0-4	14/15	11	111.32512236928135	100000
ILI1e5	0-4	14/15	12	66.12220097574924	100000
ILI1e5	0-4	14/15	13	30.004059372738666	100000
ILI1e5	0-4	14/15	14	17.311895436151566	100000
ILI1e5	0-4	14/15	15	12.956005108367727	100000
ILI1e5	0-4	14/15	16	10.524654001999684	100000
ILI1e5	0-4	14/15	17	7.206428133895435	100000
ILI1e5	0-4	14/15	18	2.001320871775372	100000
ILI1e5	0-4	14/15	19	7.771064441551882	100000
ILI1e5	0-4	14/15	20	4.021393815096313	100000
ILI1e5	0-4	14/15	21	NA	100000
ILI1e5	0-4	14/15	22	NA	100000
ILI1e5	0-4	14/15	23	NA	100000
ILI1e5	0-4	14/15	24	NA	100000
ILI1e5	0-4	14/15	25	NA	100000
ILI1e5	0-4	14/15	26	NA	100000
ILI1e5	0-4	14/15	27	NA	100000
ILI1e5	0-4	14/15	28	NA	100000
ILI1e5	0-4	14/15	29	NA	100000
ILI1e5	0-4	14/15	30	NA	100000
ILI1e5	0-4	14/15	31	NA	100000
ILI1e5	0-4	14/15	32	NA	100000
ILI1e5	0-4	15/16	-26	NA	100000
ILI1e5	0-4	15/16	-25	NA	100000
ILI1e5	0-4	15/16	-24	NA	100000
ILI1e5	0-4	15/16	-23	NA	100000
ILI1e5	0-4	15/16	-22	NA	100000
ILI1e5	0-4	15/16	-21	NA	100000
ILI1e5	0-4	15/16	-20	NA	100000
ILI1e5	0-4	15/16	-19	NA	100000
ILI1e5	0-4	15/16	-18	NA	100000
ILI1e5	0-4	15/16	-17	NA	100000
ILI1e5	0-4	15/16	-16	NA	100000
ILI1e5	0-4	15/16	-15	NA	100000
ILI1e5	0-4	15/16	-14	NA	100000
ILI1e5	0-4	15/16	-13	5.742725880551301	100000
ILI1e5	0-4	15/16	-12	8.947104716913607	100000
ILI1e5	0-4	15/16	-11	7.37340780475216	100000
ILI1e5	0-4	15/16	-10	13.745940651901236	100000
ILI1e5	0-4	15/16	-9	19.87018148099086	100000
ILI1e5	0-4	15/16	-8	22.2671098881873	100000
ILI1e5	0-4	15/16	-7	29.031321570271924	100000
ILI1e5	0-4	15/16	-6	49.97259567334042	100000
ILI1e5	0-4	15/16	-5	40.47534242139689	100000
ILI1e5	0-4	15/16	-4	38.42748066095267	100000
ILI1e5	0-4	15/16	-3	31.722114278916692	100000
ILI1e5	0-4	15/16	-2	70.56597116417815	100000
ILI1e5	0-4	15/16	-1	64.22180884046416	100000
ILI1e5	0-4	15/16	0	54.1858574911948	100000
ILI1e5	0-4	15/16	1	38.36398900232315	100000
ILI1e5	0-4	15/16	2	118.61458168590858	100000
ILI1e5	0-4	15/16	3	287.1655524849084	100000
ILI1e5	0-4	15/16	4	444.53225328459945	100000
ILI1e5	0-4	15/16	5	490.7536806526049	100000
ILI1e5	0-4	15/16	6	525.0994387410191	100000
ILI1e5	0-4	15/16	7	451.6139512971717	100000
ILI1e5	0-4	15/16	8	531.6903060346849	100000
ILI1e5	0-4	15/16	9	492.14676693683305	100000
ILI1e5	0-4	15/16	10	533.9045365900445	100000
ILI1e5	0-4	15/16	11	525.1735392057786	100000
ILI1e5	0-4	15/16	12	275.13646768797327	100000
ILI1e5	0-4	15/16	13	129.20878619746142	100000
ILI1e5	0-4	15/16	14	95.08046624643448	100000
ILI1e5	0-4	15/16	15	58.931487935882544	100000
ILI1e5	0-4	15/16	16	59.532147359574175	100000
ILI1e5	0-4	15/16	17	30.292770719364206	100000
ILI1e5	0-4	15/16	18	18.811136192626034	100000
ILI1e5	0-4	15/16	19	8.748141020033243	100000
ILI1e5	0-4	15/16	20	17.744129650440644	100000
ILI1e5	0-4	15/16	21	NA	100000
ILI1e5	0-4	15/16	22	NA	100000
ILI1e5	0-4	15/16	23	NA	100000
ILI1e5	0-4	15/16	24	NA	100000
ILI1e5	0-4	15/16	25	NA	100000
ILI1e5	0-4	15/16	26	NA	100000
ILI1e5	0-4	15/16	27	NA	100000
ILI1e5	0-4	15/16	28	NA	100000
ILI1e5	0-4	15/16	29	NA	100000
ILI1e5	0-4	15/16	30	NA	100000
ILI1e5	0-4	15/16	31	NA	100000
ILI1e5	0-4	15/16	32	NA	100000
ILI1e5	0-4	16/17	-26	NA	100000
ILI1e5	0-4	16/17	-25	NA	100000
ILI1e5	0-4	16/17	-24	NA	100000
ILI1e5	0-4	16/17	-23	NA	100000
ILI1e5	0-4	16/17	-22	NA	100000
ILI1e5	0-4	16/17	-21	NA	100000
ILI1e5	0-4	16/17	-20	NA	100000
ILI1e5	0-4	16/17	-19	NA	100000
ILI1e5	0-4	16/17	-18	NA	100000
ILI1e5	0-4	16/17	-17	NA	100000
ILI1e5	0-4	16/17	-16	NA	100000
ILI1e5	0-4	16/17	-15	NA	100000
ILI1e5	0-4	16/17	-14	NA	100000
ILI1e5	0-4	16/17	-13	NA	100000
ILI1e5	0-4	16/17	-12	5.675691015381123	100000
ILI1e5	0-4	16/17	-11	9.632426600909302	100000
ILI1e5	0-4	16/17	-10	15.959993616002555	100000
ILI1e5	0-4	16/17	-9	22.971038821055608	100000
ILI1e5	0-4	16/17	-8	18.050541516245488	100000
ILI1e5	0-4	16/17	-7	35.24601720005639	100000
ILI1e5	0-4	16/17	-6	49.06107257655219	100000
ILI1e5	0-4	16/17	-5	52.93018178209306	100000
ILI1e5	0-4	16/17	-4	76.91650286300316	100000
ILI1e5	0-4	16/17	-3	96.17998201852511	100000
ILI1e5	0-4	16/17	-2	107.57595514408658	100000
ILI1e5	0-4	16/17	-1	219.43057765099567	100000
ILI1e5	0-4	16/17	0	293.2252224687014	100000
ILI1e5	0-4	16/17	1	318.82875070142325	100000
ILI1e5	0-4	16/17	2	343.31930345795166	100000
ILI1e5	0-4	16/17	3	554.6402179409797	100000
ILI1e5	0-4	16/17	4	364.5613921384361	100000
ILI1e5	0-4	16/17	5	255.62122470245362	100000
ILI1e5	0-4	16/17	6	175.24115755627008	100000
ILI1e5	0-4	16/17	7	114.75437501054728	100000
ILI1e5	0-4	16/17	8	86.4600326264274	100000
ILI1e5	0-4	16/17	9	44.21618312302303	100000
ILI1e5	0-4	16/17	10	28.124741500537677	100000
ILI1e5	0-4	16/17	11	13.440408588421088	100000
ILI1e5	0-4	16/17	12	15.95376952120965	100000
ILI1e5	0-4	16/17	13	5.257531413750197	100000
ILI1e5	0-4	16/17	14	5.27676639755158	100000
ILI1e5	0-4	16/17	15	4.412770557994837	100000
ILI1e5	0-4	16/17	16	3.798598317220945	100000
ILI1e5	0-4	16/17	17	16.32297731106154	100000
ILI1e5	0-4	16/17	18	3.949369088288146	100000
ILI1e5	0-4	16/17	19	0	100000
ILI1e5	0-4	16/17	20	0	100000
ILI1e5	0-4	16/17	21	NA	100000
ILI1e5	0-4	16/17	22	NA	100000
ILI1e5	0-4	16/17	23	NA	100000
ILI1e5	0-4	16/17	24	NA	100000
ILI1e5	0-4	16/17	25	NA	100000
ILI1e5	0-4	16/17	26	NA	100000
ILI1e5	0-4	16/17	27	NA	100000
ILI1e5	0-4	16/17	28	NA	100000
ILI1e5	0-4	16/17	29	NA	100000
ILI1e5	0-4	16/17	30	NA	100000
ILI1e5	0-4	16/17	31	NA	100000
ILI1e5	0-4	16/17	32	NA	100000
ILI1e5	0-4	17/18	-26	NA	100000
ILI1e5	0-4	17/18	-25	NA	100000
ILI1e5	0-4	17/18	-24	NA	100000
ILI1e5	0-4	17/18	-23	NA	100000
ILI1e5	0-4	17/18	-22	NA	100000
ILI1e5	0-4	17/18	-21	NA	100000
ILI1e5	0-4	17/18	-20	NA	100000
ILI1e5	0-4	17/18	-19	NA	100000
ILI1e5	0-4	17/18	-18	NA	100000
ILI1e5	0-4	17/18	-17	NA	100000
ILI1e5	0-4	17/18	-16	NA	100000
ILI1e5	0-4	17/18	-15	NA	100000
ILI1e5	0-4	17/18	-14	NA	100000
ILI1e5	0-4	17/18	-13	NA	100000
ILI1e5	0-4	17/18	-12	5.371819435242717	100000
ILI1e5	0-4	17/18	-11	9.821446109725196	100000
ILI1e5	0-4	17/18	-10	13.746413045345982	100000
ILI1e5	0-4	17/18	-9	17.7958972367825	100000
ILI1e5	0-4	17/18	-8	14.46445360526506	100000
ILI1e5	0-4	17/18	-7	33.31218274111675	100000
ILI1e5	0-4	17/18	-6	42.54284672420081	100000
ILI1e5	0-4	17/18	-5	63.98792433017769	100000
ILI1e5	0-4	17/18	-4	88.83389647678422	100000
ILI1e5	0-4	17/18	-3	66.86332350049165	100000
ILI1e5	0-4	17/18	-2	138.84389318276484	100000
ILI1e5	0-4	17/18	-1	297.2651605231867	100000
ILI1e5	0-4	17/18	0	501.1009035001139	100000
ILI1e5	0-4	17/18	1	420.53330200869254	100000
ILI1e5	0-4	17/18	2	445.201199700075	100000
ILI1e5	0-4	17/18	3	681.5682265284942	100000
ILI1e5	0-4	17/18	4	534.751069502139	100000
ILI1e5	0-4	17/18	5	423.18016737723036	100000
ILI1e5	0-4	17/18	6	281.5543042030924	100000
ILI1e5	0-4	17/18	7	308.9839421981555	100000
ILI1e5	0-4	17/18	8	205.6918799916438	100000
ILI1e5	0-4	17/18	9	161.52505237569767	100000
ILI1e5	0-4	17/18	10	109.3983092988563	100000
ILI1e5	0-4	17/18	11	77.94878598912034	100000
ILI1e5	0-4	17/18	12	38.919970810021894	100000
ILI1e5	0-4	17/18	13	20.581637063412025	100000
ILI1e5	0-4	17/18	14	22.8118200322875	100000
ILI1e5	0-4	17/18	15	14.702038682697335	100000
ILI1e5	0-4	17/18	16	3.4035022037676765	100000
ILI1e5	0-4	17/18	17	8.58251227299255	100000
ILI1e5	0-4	17/18	18	5.702554744525547	100000
ILI1e5	0-4	17/18	19	5.261219550691851	100000
ILI1e5	0-4	17/18	20	3.6114772747792485	100000
ILI1e5	0-4	17/18	21	NA	100000
ILI1e5	0-4	17/18	22	NA	100000
ILI1e5	0-4	17/18	23	NA	100000
ILI1e5	0-4	17/18	24	NA	100000
ILI1e5	0-4	17/18	25	NA	100000
ILI1e5	0-4	17/18	26	NA	100000
ILI1e5	0-4	17/18	27	NA	100000
ILI1e5	0-4	17/18	28	NA	100000
ILI1e5	0-4	17/18	29	NA	100000
ILI1e5	0-4	17/18	30	NA	100000
ILI1e5	0-4	17/18	31	NA	100000
ILI1e5	0-4	17/18	32	NA	100000
ILI1e5	0-4	18/19	-26	NA	100000
ILI1e5	0-4	18/19	-25	NA	100000
ILI1e5	0-4	18/19	-24	NA	100000
ILI1e5	0-4	18/19	-23	NA	100000
ILI1e5	0-4	18/19	-22	NA	100000
ILI1e5	0-4	18/19	-21	NA	100000
ILI1e5	0-4	18/19	-20	NA	100000
ILI1e5	0-4	18/19	-19	NA	100000
ILI1e5	0-4	18/19	-18	NA	100000
ILI1e5	0-4	18/19	-17	NA	100000
ILI1e5	0-4	18/19	-16	NA	100000
ILI1e5	0-4	18/19	-15	NA	100000
ILI1e5	0-4	18/19	-14	NA	100000
ILI1e5	0-4	18/19	-13	NA	100000
ILI1e5	0-4	18/19	-12	17.88659896257726	100000
ILI1e5	0-4	18/19	-11	14.891399153317591	100000
ILI1e5	0-4	18/19	-10	19.28603112765424	100000
ILI1e5	0-4	18/19	-9	19.948134849391582	100000
ILI1e5	0-4	18/19	-8	15.747101549121115	100000
ILI1e5	0-4	18/19	-7	9.632055480639568	100000
ILI1e5	0-4	18/19	-6	34.77178726986567	100000
ILI1e5	0-4	18/19	-5	28.825193218873295	100000
ILI1e5	0-4	18/19	-4	33.00269522010964	100000
ILI1e5	0-4	18/19	-3	55.489158272152984	100000
ILI1e5	0-4	18/19	-2	103.60968750578179	100000
ILI1e5	0-4	18/19	-1	147.13885473565395	100000
ILI1e5	0-4	18/19	0	86.79396448123914	100000
ILI1e5	0-4	18/19	1	129.74758197688135	100000
ILI1e5	0-4	18/19	2	242.2499704573207	100000
ILI1e5	0-4	18/19	3	631.2448147747358	100000
ILI1e5	0-4	18/19	4	677.7572396796057	100000
ILI1e5	0-4	18/19	5	709.5469542696989	100000
ILI1e5	0-4	18/19	6	520.3679369250985	100000
ILI1e5	0-4	18/19	7	374.11079576867786	100000
ILI1e5	0-4	18/19	8	293.0042949697896	100000
ILI1e5	0-4	18/19	9	186.4336559828255	100000
ILI1e5	0-4	18/19	10	108.68363850716575	100000
ILI1e5	0-4	18/19	11	40.56944751788744	100000
ILI1e5	0-4	18/19	12	38.623530926412975	100000
ILI1e5	0-4	18/19	13	17.39567427566345	100000
ILI1e5	0-4	18/19	14	30.950170225936244	100000
ILI1e5	0-4	18/19	15	13.410732417571891	100000
ILI1e5	0-4	18/19	16	6.880102742867627	100000
ILI1e5	0-4	18/19	17	3.964478274659055	100000
ILI1e5	0-4	18/19	18	2.1362956633198036	100000
ILI1e5	0-4	18/19	19	7.332319029200961	100000
ILI1e5	0-4	18/19	20	3.995924157359493	100000
ILI1e5	0-4	18/19	21	NA	100000
ILI1e5	0-4	18/19	22	NA	100000
ILI1e5	0-4	18/19	23	NA	100000
ILI1e5	0-4	18/19	24	NA	100000
ILI1e5	0-4	18/19	25	NA	100000
ILI1e5	0-4	18/19	26	NA	100000
ILI1e5	0-4	18/19	27	NA	100000
ILI1e5	0-4	18/19	28	NA	100000
ILI1e5	0-4	18/19	29	NA	100000
ILI1e5	0-4	18/19	30	NA	100000
ILI1e5	0-4	18/19	31	NA	100000
ILI1e5	0-4	18/19	32	NA	100000
ILI1e5	0-4	19/20	-26	NA	100000
